timestamp,source,sampling_point,analyte,value,unit
2023-01-02 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,9.699999809265137,mg/kg
2023-01-02 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,343.0,C
2023-01-02 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-5.0,C
2023-01-02 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,328.0,C
2023-01-02 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,275.0,C
2023-01-02 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,72.0,C
2023-01-02 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',D15,876.5999755859375,kg/m3
2023-01-02 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',95%.T,357.0,C
2023-01-02 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',50%.T,305.0,C
2023-01-02 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',90%.T,344.0,C
2023-01-02 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',PourPoint,-7.0,C
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',95%.T,342.0,C
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,328.0,C
2023-01-03 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,272.0,C
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',50%.T,272.0,C
2023-01-03 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,328.0,C
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-5.0,C
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-5.0,C
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,90%.T,328.0,C
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,72.0,C
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,Mass.Sulfur,0.9952999949455261,mg/kg
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,95%.T,341.0,C
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,6.699999809265137,mg/kg
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',D15,841.2999877929688,kg/m3
2023-01-03 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,341.0,C
2023-01-03 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,274.0,C
2023-01-03 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-5.0,C
2023-01-03 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',PourPoint,-5.0,C
2023-01-04 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',50%.T,272.0,C
2023-01-04 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-5.0,C
2023-01-04 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',D15,841.0,kg/m3
2023-01-04 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,325.0,C
2023-01-04 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,274.0,C
2023-01-04 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,330.0,C
2023-01-04 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-5.0,C
2023-01-04 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,344.0,C
2023-01-04 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,274.0,C
2023-01-04 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-5.0,C
2023-01-04 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,9.0,mg/kg
2023-01-04 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,90%.T,331.0,C
2023-01-04 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,95%.T,345.0,C
2023-01-04 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',95%.T,339.0,C
2023-01-04 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,72.0,C
2023-01-04 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',95%.T,360.0,C
2023-01-04 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',PourPoint,-5.0,C
2023-01-04 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',90%.T,346.0,C
2023-01-04 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',50%.T,307.0,C
2023-01-05 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-4.0,C
2023-01-05 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,90%.T,332.0,C
2023-01-05 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,9.5,mg/kg
2023-01-05 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,72.0,C
2023-01-05 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',95%.T,340.0,C
2023-01-05 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,332.0,C
2023-01-05 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,276.0,C
2023-01-05 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,326.0,C
2023-01-05 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,277.0,C
2023-01-05 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',D15,839.0999755859375,kg/m3
2023-01-05 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-4.0,C
2023-01-05 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-5.0,C
2023-01-05 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,95%.T,347.0,C
2023-01-05 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',50%.T,274.0,C
2023-01-05 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,346.0,C
2023-01-05 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',PourPoint,-4.0,C
2023-01-06 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,336.0,C
2023-01-06 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,270.0,C
2023-01-06 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',D15,835.2999877929688,kg/m3
2023-01-06 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,78.0,C
2023-01-06 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-3.0,C
2023-01-06 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,6.800000190734863,mg/kg
2023-01-06 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',50%.T,268.0,C
2023-01-06 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,281.0,C
2023-01-06 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-2.0,C
2023-01-06 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,90%.T,334.0,C
2023-01-06 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,328.0,C
2023-01-06 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,348.0,C
2023-01-06 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',95%.T,348.0,C
2023-01-06 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-2.0,C
2023-01-06 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,95%.T,356.0,C
2023-01-06 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',PourPoint,-5.0,C
2023-01-06 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',50%.T,308.0,C
2023-01-06 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',95%.T,357.0,C
2023-01-06 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',90%.T,347.0,C
2023-01-06 16:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,8.600000381469727,mg/kg
2023-01-07 00:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,5.900000095367432,mg/kg
2023-01-07 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,276.0,C
2023-01-07 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,6.0,mg/kg
2023-01-07 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',D15,845.0,kg/m3
2023-01-07 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',95%.T,347.0,C
2023-01-07 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,343.0,C
2023-01-07 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,282.0,C
2023-01-07 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,329.0,C
2023-01-07 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,95%.T,348.0,C
2023-01-07 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,76.0,C
2023-01-07 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-4.0,C
2023-01-07 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',50%.T,278.0,C
2023-01-07 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-4.0,C
2023-01-07 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,332.0,C
2023-01-07 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-4.0,C
2023-01-07 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,90%.T,334.0,C
2023-01-07 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,273.0,C
2023-01-07 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',PourPoint,-4.0,C
2023-01-07 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '2.1'. Продукт 'Дизельное топливо',D15,854.7,kg/m3
2023-01-07 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '2'. Продукт 'Дизельное топливо',D15,830.5999755859375,kg/m3
2023-01-07 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '2'. Продукт 'Дизельное топливо',50%.T,246.0,C
2023-01-08 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-4.0,C
2023-01-08 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,328.0,C
2023-01-08 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,349.0,C
2023-01-08 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,8.300000190734863,mg/kg
2023-01-08 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-4.0,C
2023-01-08 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,275.0,C
2023-01-08 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-4.0,C
2023-01-08 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,95%.T,347.0,C
2023-01-08 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,90%.T,334.0,C
2023-01-08 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',95%.T,343.0,C
2023-01-08 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,334.0,C
2023-01-08 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',D15,842.5999755859375,kg/m3
2023-01-08 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',50%.T,273.0,C
2023-01-08 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,280.0,C
2023-01-08 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,75.0,C
2023-01-08 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',PourPoint,-5.0,C
2023-01-09 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',95%.T,343.0,C
2023-01-09 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-4.0,C
2023-01-09 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',50%.T,273.0,C
2023-01-09 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',D15,836.0,kg/m3
2023-01-09 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,90%.T,335.0,C
2023-01-09 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,279.0,C
2023-01-09 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,329.0,C
2023-01-09 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,95%.T,349.0,C
2023-01-09 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,6.900000095367432,mg/kg
2023-01-09 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,76.0,C
2023-01-09 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-4.0,C
2023-01-09 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,362.0,C
2023-01-09 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,4.0,C
2023-01-09 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',PourPoint,-4.0,C
2023-01-09 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',95%.T,359.0,C
2023-01-09 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',D15,855.9000244140625,kg/m3
2023-01-09 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',D15,876.0999755859375,kg/m3
2023-01-09 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',90%.T,349.0,C
2023-01-09 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',50%.T,310.0,C
2023-01-09 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,352.0,C
2023-01-09 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,301.0,C
2023-01-09 22:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,351.0,C
2023-01-09 22:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,275.0,C
2023-01-09 22:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,336.0,C
2023-01-09 22:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-4.0,C
2023-01-10 02:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,69.0,C
2023-01-10 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',D15,834.2999877929688,kg/m3
2023-01-10 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-5.0,C
2023-01-10 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,272.0,C
2023-01-10 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,95%.T,348.0,C
2023-01-10 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,275.0,C
2023-01-10 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-5.0,C
2023-01-10 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,327.0,C
2023-01-10 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,334.0,C
2023-01-10 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,6.900000095367432,mg/kg
2023-01-10 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-5.0,C
2023-01-10 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',50%.T,267.0,C
2023-01-10 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',95%.T,343.0,C
2023-01-10 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,90%.T,332.0,C
2023-01-10 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,64.0,C
2023-01-10 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,349.0,C
2023-01-10 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',PourPoint,-3.0,C
2023-01-11 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-2.0,C
2023-01-11 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,357.0,C
2023-01-11 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',95%.T,347.0,C
2023-01-11 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-1.0,C
2023-01-11 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,8.300000190734863,mg/kg
2023-01-11 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,90%.T,339.0,C
2023-01-11 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,272.0,C
