timestamp,source,tag,value,unit
2023-01-01 05:50:00,PAK,24-2000:Mg.Sulfur,7.429731369018555,ppm
2023-01-01 06:00:00,PAK,24-2000:Mg.Sulfur,7.551805019378662,ppm
2023-01-01 06:10:00,PAK,24-2000:Mg.Sulfur,7.771801471710205,ppm
2023-01-01 06:20:00,PAK,24-2000:Mg.Sulfur,7.77382755279541,ppm
2023-01-01 06:30:00,PAK,24-2000:Mg.Sulfur,7.716605186462402,ppm
2023-01-01 06:40:00,PAK,24-2000:Mg.Sulfur,8.226263999938965,ppm
2023-01-01 06:50:00,PAK,24-2000:Mg.Sulfur,8.495590209960938,ppm
2023-01-01 07:00:00,PAK,24-2000:Mg.Sulfur,8.941160202026367,ppm
2023-01-01 07:10:00,PAK,24-2000:Mg.Sulfur,9.194463729858398,ppm
2023-01-01 07:20:00,PAK,24-2000:Mg.Sulfur,9.33942699432373,ppm
2023-01-01 07:30:00,PAK,24-2000:Mg.Sulfur,9.265419006347656,ppm
2023-01-01 07:40:00,PAK,24-2000:Mg.Sulfur,8.819086074829102,ppm
2023-01-01 07:50:00,PAK,24-2000:Mg.Sulfur,8.57341194152832,ppm
2023-01-01 08:00:00,PAK,24-2000:Mg.Sulfur,8.890810012817383,ppm
2023-01-01 08:10:00,PAK,24-2000:Mg.Sulfur,8.686251640319824,ppm
2023-01-01 08:20:00,PAK,24-2000:Mg.Sulfur,8.537552833557129,ppm
2023-01-01 08:30:00,PAK,24-2000:Mg.Sulfur,8.894740104675293,ppm
2023-01-01 08:40:00,PAK,24-2000:Mg.Sulfur,9.070100784301758,ppm
2023-01-01 08:50:00,PAK,24-2000:Mg.Sulfur,9.17587661743164,ppm
2023-01-01 09:00:00,PAK,24-2000:Mg.Sulfur,9.038819313049316,ppm
2023-01-01 09:10:00,PAK,24-2000:Mg.Sulfur,8.933530807495117,ppm
2023-01-01 09:20:00,PAK,24-2000:Mg.Sulfur,8.935819625854492,ppm
2023-01-01 09:30:00,PAK,24-2000:Mg.Sulfur,8.675649642944336,ppm
2023-01-01 09:40:00,PAK,24-2000:Mg.Sulfur,8.545945167541504,ppm
2023-01-01 09:50:00,PAK,24-2000:Mg.Sulfur,8.610797882080078,ppm
2023-01-01 10:00:00,PAK,24-2000:Mg.Sulfur,8.759230613708496,ppm
2023-01-01 10:10:00,PAK,24-2000:Mg.Sulfur,8.479567527770996,ppm
2023-01-01 10:20:00,PAK,24-2000:Mg.Sulfur,8.330790519714355,ppm
2023-01-01 10:30:00,PAK,24-2000:Mg.Sulfur,8.320871353149414,ppm
2023-01-01 10:40:00,PAK,24-2000:Mg.Sulfur,8.532212257385254,ppm
2023-01-01 10:50:00,PAK,24-2000:Mg.Sulfur,8.295693397521973,ppm
2023-01-01 11:00:00,PAK,24-2000:Mg.Sulfur,8.371990203857422,ppm
2023-01-01 11:10:00,PAK,24-2000:Mg.Sulfur,8.741264343261719,ppm
2023-01-01 11:20:00,PAK,24-2000:Mg.Sulfur,8.642898559570312,ppm
2023-01-01 11:30:00,PAK,24-2000:Mg.Sulfur,9.10290813446045,ppm
2023-01-01 11:40:00,PAK,24-2000:Mg.Sulfur,9.717093467712402,ppm
2023-01-01 11:50:00,PAK,24-2000:Mg.Sulfur,9.68603515625,ppm
2023-01-01 12:00:00,PAK,24-2000:Mg.Sulfur,9.063165664672852,ppm
2023-01-01 12:10:00,PAK,24-2000:Mg.Sulfur,8.496353149414062,ppm
2023-01-01 12:20:00,PAK,24-2000:Mg.Sulfur,8.451337814331055,ppm
2023-01-01 12:30:00,PAK,24-2000:Mg.Sulfur,8.432714462280273,ppm
2023-01-01 12:40:00,PAK,24-2000:Mg.Sulfur,8.161229133605957,ppm
2023-01-01 12:50:00,PAK,24-2000:Mg.Sulfur,8.043915748596191,ppm
2023-01-01 13:00:00,PAK,24-2000:Mg.Sulfur,7.83257532119751,ppm
2023-01-01 13:10:00,PAK,24-2000:Mg.Sulfur,7.885684013366699,ppm
2023-01-01 13:20:00,PAK,24-2000:Mg.Sulfur,7.993560791015625,ppm
2023-01-01 13:30:00,PAK,24-2000:Mg.Sulfur,7.785271644592285,ppm
2023-01-01 13:40:00,PAK,24-2000:Mg.Sulfur,8.052533149719238,ppm
2023-01-01 13:50:00,PAK,24-2000:Mg.Sulfur,8.29489517211914,ppm
2023-01-01 14:00:00,PAK,24-2000:Mg.Sulfur,8.262741088867188,ppm
2023-01-01 14:10:00,PAK,24-2000:Mg.Sulfur,8.282301902770996,ppm
2023-01-01 14:20:00,PAK,24-2000:Mg.Sulfur,8.275094032287598,ppm
2023-01-01 14:30:00,PAK,24-2000:Mg.Sulfur,8.248390197753906,ppm
2023-01-01 14:40:00,PAK,24-2000:Mg.Sulfur,8.292641639709473,ppm
2023-01-01 14:50:00,PAK,24-2000:Mg.Sulfur,8.687093734741211,ppm
2023-01-01 15:00:00,PAK,24-2000:Mg.Sulfur,8.700063705444336,ppm
2023-01-01 15:10:00,PAK,24-2000:Mg.Sulfur,8.621479034423828,ppm
2023-01-01 15:20:00,PAK,24-2000:Mg.Sulfur,8.634449005126953,ppm
2023-01-01 15:30:00,PAK,24-2000:Mg.Sulfur,8.714560508728027,ppm
2023-01-01 15:40:00,PAK,24-2000:Mg.Sulfur,8.645894050598145,ppm
2023-01-01 15:50:00,PAK,24-2000:Mg.Sulfur,8.86104965209961,ppm
2023-01-01 16:00:00,PAK,24-2000:Mg.Sulfur,8.697011947631836,ppm
2023-01-01 16:10:00,PAK,24-2000:Mg.Sulfur,8.361309051513672,ppm
2023-01-01 16:20:00,PAK,24-2000:Mg.Sulfur,7.818769454956055,ppm
2023-01-01 16:30:00,PAK,24-2000:Mg.Sulfur,6.964323997497559,ppm
2023-01-01 16:40:00,PAK,24-2000:Mg.Sulfur,7.118695259094238,ppm
2023-01-01 16:50:00,PAK,24-2000:Mg.Sulfur,7.501053333282471,ppm
2023-01-01 17:00:00,PAK,24-2000:Mg.Sulfur,7.547227382659912,ppm
2023-01-01 17:10:00,PAK,24-2000:Mg.Sulfur,7.463954925537109,ppm
2023-01-01 17:20:00,PAK,24-2000:Mg.Sulfur,7.335123538970947,ppm
2023-01-01 17:30:00,PAK,24-2000:Mg.Sulfur,7.303079128265381,ppm
2023-01-01 17:40:00,PAK,24-2000:Mg.Sulfur,7.21152400970459,ppm
2023-01-01 17:50:00,PAK,24-2000:Mg.Sulfur,7.123020172119141,ppm
2023-01-01 18:00:00,PAK,24-2000:Mg.Sulfur,7.297018527984619,ppm
2023-01-01 18:10:00,PAK,24-2000:Mg.Sulfur,7.675405025482178,ppm
2023-01-01 18:20:00,PAK,24-2000:Mg.Sulfur,7.686849594116211,ppm
2023-01-01 18:30:00,PAK,24-2000:Mg.Sulfur,7.5792717933654785,ppm
2023-01-01 18:40:00,PAK,24-2000:Mg.Sulfur,7.316049575805664,ppm
2023-01-01 18:50:00,PAK,24-2000:Mg.Sulfur,7.188634872436523,ppm
2023-01-01 19:00:00,PAK,24-2000:Mg.Sulfur,7.121223449707031,ppm
2023-01-01 19:10:00,PAK,24-2000:Mg.Sulfur,7.19085168838501,ppm
2023-01-01 19:20:00,PAK,24-2000:Mg.Sulfur,6.989501476287842,ppm
2023-01-01 19:30:00,PAK,24-2000:Mg.Sulfur,6.985520839691162,ppm
2023-01-01 19:40:00,PAK,24-2000:Mg.Sulfur,6.799523830413818,ppm
2023-01-01 19:50:00,PAK,24-2000:Mg.Sulfur,7.068674564361572,ppm
2023-01-01 20:00:00,PAK,24-2000:Mg.Sulfur,7.132175445556641,ppm
2023-01-01 20:10:00,PAK,24-2000:Mg.Sulfur,7.165746212005615,ppm
2023-01-01 20:20:00,PAK,24-2000:Mg.Sulfur,7.218694686889648,ppm
2023-01-01 20:30:00,PAK,24-2000:Mg.Sulfur,6.94785737991333,ppm
2023-01-01 20:40:00,PAK,24-2000:Mg.Sulfur,7.011627674102783,ppm
2023-01-01 20:50:00,PAK,24-2000:Mg.Sulfur,7.0421462059021,ppm
2023-01-01 21:00:00,PAK,24-2000:Mg.Sulfur,6.917020320892334,ppm
2023-01-01 21:10:00,PAK,24-2000:Mg.Sulfur,6.771294116973877,ppm
2023-01-01 21:20:00,PAK,24-2000:Mg.Sulfur,6.4928131103515625,ppm
2023-01-01 21:30:00,PAK,24-2000:Mg.Sulfur,6.0672712326049805,ppm
2023-01-01 21:40:00,PAK,24-2000:Mg.Sulfur,6.179998397827148,ppm
2023-01-01 21:50:00,PAK,24-2000:Mg.Sulfur,6.44245719909668,ppm
2023-01-01 22:00:00,PAK,24-2000:Mg.Sulfur,6.480605602264404,ppm
2023-01-01 22:10:00,PAK,24-2000:Mg.Sulfur,6.475264549255371,ppm
2023-01-01 22:20:00,PAK,24-2000:Mg.Sulfur,6.543931484222412,ppm
2023-01-01 22:30:00,PAK,24-2000:Mg.Sulfur,6.687368392944336,ppm
2023-01-01 22:40:00,PAK,24-2000:Mg.Sulfur,6.726279258728027,ppm
2023-01-01 22:50:00,PAK,24-2000:Mg.Sulfur,6.6537981033325195,ppm
2023-01-01 23:00:00,PAK,24-2000:Mg.Sulfur,6.440168380737305,ppm
2023-01-01 23:10:00,PAK,24-2000:Mg.Sulfur,6.39286470413208,ppm
2023-01-01 23:20:00,PAK,24-2000:Mg.Sulfur,6.464583396911621,ppm
2023-01-01 23:30:00,PAK,24-2000:Mg.Sulfur,6.393849849700928,ppm
2023-01-01 23:40:00,PAK,24-2000:Mg.Sulfur,6.361583232879639,ppm
2023-01-01 23:50:00,PAK,24-2000:Mg.Sulfur,6.234931468963623,ppm
2023-01-02 00:00:00,PAK,24-2000:Mg.Sulfur,6.290694236755371,ppm
2023-01-02 00:10:00,PAK,24-2000:Mg.Sulfur,5.973998069763184,ppm
2023-01-02 00:20:00,PAK,24-2000:Mg.Sulfur,5.848872184753418,ppm
2023-01-02 00:30:00,PAK,24-2000:Mg.Sulfur,5.748685836791992,ppm
2023-01-02 00:40:00,PAK,24-2000:Mg.Sulfur,5.736671447753906,ppm
2023-01-02 00:50:00,PAK,24-2000:Mg.Sulfur,5.551316738128662,ppm
2023-01-02 01:00:00,PAK,24-2000:Mg.Sulfur,6.186101913452148,ppm
2023-01-02 01:10:00,PAK,24-2000:Mg.Sulfur,5.708487033843994,ppm
2023-01-02 01:20:00,PAK,24-2000:Mg.Sulfur,6.011383533477783,ppm
2023-01-02 01:30:00,PAK,24-2000:Mg.Sulfur,6.290627956390381,ppm
2023-01-02 01:40:00,PAK,24-2000:Mg.Sulfur,6.230353832244873,ppm
2023-01-02 01:50:00,PAK,24-2000:Mg.Sulfur,6.090277671813965,ppm
2023-01-02 02:00:00,PAK,24-2000:Mg.Sulfur,6.16626501083374,ppm
2023-01-02 02:10:00,PAK,24-2000:Mg.Sulfur,6.305124282836914,ppm
2023-01-02 02:20:00,PAK,24-2000:Mg.Sulfur,6.635487079620361,ppm
2023-01-02 02:30:00,PAK,24-2000:Mg.Sulfur,6.1645917892456055,ppm
2023-01-02 02:40:00,PAK,24-2000:Mg.Sulfur,5.980865001678467,ppm
2023-01-02 02:50:00,PAK,24-2000:Mg.Sulfur,6.641590595245361,ppm
2023-01-02 03:00:00,PAK,24-2000:Mg.Sulfur,6.543931484222412,ppm
2023-01-02 03:10:00,PAK,24-2000:Mg.Sulfur,6.553083896636963,ppm
2023-01-02 03:20:00,PAK,24-2000:Mg.Sulfur,6.188390731811523,ppm
2023-01-02 03:30:00,PAK,24-2000:Mg.Sulfur,6.064790725708008,ppm
2023-01-02 03:40:00,PAK,24-2000:Mg.Sulfur,6.400494575500488,ppm
2023-01-02 03:50:00,PAK,24-2000:Mg.Sulfur,6.118198394775391,ppm
2023-01-02 04:00:00,PAK,24-2000:Mg.Sulfur,5.984679698944092,ppm
2023-01-02 04:10:00,PAK,24-2000:Mg.Sulfur,6.287575721740723,ppm
2023-01-02 04:20:00,PAK,24-2000:Mg.Sulfur,6.35802698135376,ppm
2023-01-02 04:30:00,PAK,24-2000:Mg.Sulfur,6.382106304168701,ppm
2023-01-02 04:40:00,PAK,24-2000:Mg.Sulfur,6.375316619873047,ppm
2023-01-02 04:50:00,PAK,24-2000:Mg.Sulfur,6.405835151672363,ppm
2023-01-02 05:00:00,PAK,24-2000:Mg.Sulfur,6.281856060028076,ppm
2023-01-02 05:10:00,PAK,24-2000:Mg.Sulfur,6.161787509918213,ppm
2023-01-02 05:20:00,PAK,24-2000:Mg.Sulfur,6.44245719909668,ppm
2023-01-02 05:30:00,PAK,24-2000:Mg.Sulfur,6.203476905822754,ppm
2023-01-02 05:40:00,PAK,24-2000:Mg.Sulfur,6.469161033630371,ppm
2023-01-02 05:50:00,PAK,24-2000:Mg.Sulfur,6.666005611419678,ppm
2023-01-02 06:00:00,PAK,24-2000:Mg.Sulfur,6.631671905517578,ppm
2023-01-02 06:10:00,PAK,24-2000:Mg.Sulfur,6.530198097229004,ppm
2023-01-02 06:20:00,PAK,24-2000:Mg.Sulfur,6.603442668914795,ppm
2023-01-02 06:30:00,PAK,24-2000:Mg.Sulfur,6.528672218322754,ppm
2023-01-02 06:40:00,PAK,24-2000:Mg.Sulfur,6.215094566345215,ppm
2023-01-02 06:50:00,PAK,24-2000:Mg.Sulfur,6.145664691925049,ppm
2023-01-02 07:00:00,PAK,24-2000:Mg.Sulfur,6.39286470413208,ppm
2023-01-02 07:10:00,PAK,24-2000:Mg.Sulfur,6.286812782287598,ppm
2023-01-02 07:20:00,PAK,24-2000:Mg.Sulfur,6.457716464996338,ppm
2023-01-02 07:30:00,PAK,24-2000:Mg.Sulfur,6.758324146270752,ppm
2023-01-02 07:40:00,PAK,24-2000:Mg.Sulfur,6.540116786956787,ppm
2023-01-02 07:50:00,PAK,24-2000:Mg.Sulfur,6.895451068878174,ppm
2023-01-02 08:00:00,PAK,24-2000:Mg.Sulfur,6.4989166259765625,ppm
2023-01-02 08:10:00,PAK,24-2000:Mg.Sulfur,6.251716613769531,ppm
2023-01-02 08:20:00,PAK,24-2000:Mg.Sulfur,6.118961334228516,ppm
2023-01-02 08:30:00,PAK,24-2000:Mg.Sulfur,6.237983226776123,ppm
2023-01-02 08:40:00,PAK,24-2000:Mg.Sulfur,6.724753379821777,ppm
2023-01-02 08:50:00,PAK,24-2000:Mg.Sulfur,6.619464874267578,ppm
2023-01-02 09:00:00,PAK,24-2000:Mg.Sulfur,6.948071002960205,ppm
2023-01-02 09:10:00,PAK,24-2000:Mg.Sulfur,6.769005298614502,ppm
2023-01-02 09:20:00,PAK,24-2000:Mg.Sulfur,7.0047607421875,ppm
2023-01-02 09:30:00,PAK,24-2000:Mg.Sulfur,6.754508972167969,ppm
2023-01-02 09:40:00,PAK,24-2000:Mg.Sulfur,7.090212821960449,ppm
2023-01-02 09:50:00,PAK,24-2000:Mg.Sulfur,7.133376121520996,ppm
2023-01-02 10:00:00,PAK,24-2000:Mg.Sulfur,6.986445426940918,ppm
2023-01-02 10:10:00,PAK,24-2000:Mg.Sulfur,7.072460174560547,ppm
2023-01-02 10:20:00,PAK,24-2000:Mg.Sulfur,7.103207588195801,ppm
2023-01-02 10:30:00,PAK,24-2000:Mg.Sulfur,7.16650915145874,ppm
2023-01-02 10:40:00,PAK,24-2000:Mg.Sulfur,7.142094135284424,ppm
2023-01-02 10:50:00,PAK,24-2000:Mg.Sulfur,7.3912482261657715,ppm
2023-01-02 11:00:00,PAK,24-2000:Mg.Sulfur,7.276375770568848,ppm
2023-01-02 11:10:00,PAK,24-2000:Mg.Sulfur,7.068086624145508,ppm
2023-01-02 11:20:00,PAK,24-2000:Mg.Sulfur,6.928464412689209,ppm
2023-01-02 11:30:00,PAK,24-2000:Mg.Sulfur,6.941730976104736,ppm
2023-01-02 11:40:00,PAK,24-2000:Mg.Sulfur,6.815546035766602,ppm
2023-01-02 11:50:00,PAK,24-2000:Mg.Sulfur,6.608020305633545,ppm
2023-01-02 12:00:00,PAK,24-2000:Mg.Sulfur,6.490523815155029,ppm
2023-01-02 12:10:00,PAK,24-2000:Mg.Sulfur,7.593005180358887,ppm
2023-01-02 12:20:00,PAK,24-2000:Mg.Sulfur,9.274749755859375,ppm
2023-01-02 12:30:00,PAK,24-2000:Mg.Sulfur,8.937345504760742,ppm
2023-01-02 12:40:00,PAK,24-2000:Mg.Sulfur,8.53494644165039,ppm
2023-01-02 12:50:00,PAK,24-2000:Mg.Sulfur,8.761484146118164,ppm
2023-01-02 13:00:00,PAK,24-2000:Mg.Sulfur,8.840449333190918,ppm
2023-01-02 13:10:00,PAK,24-2000:Mg.Sulfur,8.967864036560059,ppm
2023-01-02 13:20:00,PAK,24-2000:Mg.Sulfur,9.077730178833008,ppm
2023-01-02 13:30:00,PAK,24-2000:Mg.Sulfur,9.228034019470215,ppm
2023-01-02 13:40:00,PAK,24-2000:Mg.Sulfur,8.91369342803955,ppm
2023-01-02 13:50:00,PAK,24-2000:Mg.Sulfur,8.384960174560547,ppm
2023-01-02 14:00:00,PAK,24-2000:Mg.Sulfur,8.359783172607422,ppm
2023-01-02 14:10:00,PAK,24-2000:Mg.Sulfur,7.872249603271484,ppm
2023-01-02 14:20:00,PAK,24-2000:Mg.Sulfur,7.101657390594482,ppm
2023-01-02 14:30:00,PAK,24-2000:Mg.Sulfur,9.55229377746582,ppm
2023-01-02 14:40:00,PAK,24-2000:Mg.Sulfur,9.5322904586792,ppm
2023-01-02 14:50:00,PAK,24-2000:Mg.Sulfur,8.9930419921875,ppm
2023-01-02 15:00:00,PAK,24-2000:Mg.Sulfur,8.621907234191895,ppm
2023-01-02 15:10:00,PAK,24-2000:Mg.Sulfur,8.538315773010254,ppm
2023-01-02 15:20:00,PAK,24-2000:Mg.Sulfur,8.475752830505371,ppm
2023-01-02 15:30:00,PAK,24-2000:Mg.Sulfur,8.040863990783691,ppm
2023-01-02 15:40:00,PAK,24-2000:Mg.Sulfur,8.186590194702148,ppm
2023-01-02 15:50:00,PAK,24-2000:Mg.Sulfur,8.256128311157227,ppm
