prediction_origin,previous,previous_age_hours,previous_sample_time,previous_available_at,median3,d15,d15_sample_time,d15_available_at,t50,t50_sample_time,t50_available_at,t90,t90_sample_time,t90_available_at,feed_t95,feed_t95_sample_time,feed_t95_available_at,product_t95,product_t95_sample_time,product_t95_available_at,T6,T6_sample_time,F9,F9_sample_time,P13,P13_sample_time,F2,F2_sample_time,index,target_time,target
2023-01-11 10:00:00,343.0,24.0,2023-01-10 10:00:00,2023-01-10 14:00:00,343.0,834.2999877929688,2023-01-10 10:00:00,2023-01-10 14:00:00,267.0,2023-01-10 10:00:00,2023-01-10 14:00:00,327.0,2023-01-10 10:00:00,2023-01-10 14:00:00,348.0,2023-01-10 10:00:00,2023-01-10 14:00:00,343.0,2023-01-10 10:00:00,2023-01-10 14:00:00,356.83526611328125,2023-01-11 10:00:00,182.17852783203125,2023-01-11 10:00:00,3.721148729324341,2023-01-11 10:00:00,85491.6171875,2023-01-11 10:00:00,52.5112893592576,2023-01-11 10:00:00,347.0
2023-01-12 10:00:00,347.0,24.0,2023-01-11 10:00:00,2023-01-11 14:00:00,343.0,833.0999755859375,2023-01-11 10:00:00,2023-01-11 14:00:00,268.0,2023-01-11 10:00:00,2023-01-11 14:00:00,333.0,2023-01-11 10:00:00,2023-01-11 14:00:00,356.0,2023-01-11 10:00:00,2023-01-11 14:00:00,347.0,2023-01-11 10:00:00,2023-01-11 14:00:00,349.72442626953125,2023-01-12 10:00:00,161.50521850585938,2023-01-12 10:00:00,3.996596097946167,2023-01-12 10:00:00,88537.765625,2023-01-12 10:00:00,53.14768269112449,2023-01-12 10:00:00,340.0
2023-01-13 10:00:00,340.0,24.0,2023-01-12 10:00:00,2023-01-12 14:00:00,343.0,831.7000122070312,2023-01-12 10:00:00,2023-01-12 14:00:00,267.0,2023-01-12 10:00:00,2023-01-12 14:00:00,326.0,2023-01-12 10:00:00,2023-01-12 14:00:00,352.0,2023-01-12 10:00:00,2023-01-12 14:00:00,340.0,2023-01-12 10:00:00,2023-01-12 14:00:00,347.2875061035156,2023-01-13 10:00:00,164.4131317138672,2023-01-13 10:00:00,3.871901750564575,2023-01-13 10:00:00,87095.0546875,2023-01-13 10:00:00,53.42309861326646,2023-01-13 10:00:00,339.0
2023-01-14 10:00:00,339.0,24.0,2023-01-13 10:00:00,2023-01-13 14:00:00,340.0,831.0,2023-01-13 10:00:00,2023-01-13 14:00:00,264.0,2023-01-13 10:00:00,2023-01-13 14:00:00,324.0,2023-01-13 10:00:00,2023-01-13 14:00:00,344.0,2023-01-13 10:00:00,2023-01-13 14:00:00,339.0,2023-01-13 10:00:00,2023-01-13 14:00:00,351.1778564453125,2023-01-14 10:00:00,170.56671142578125,2023-01-14 10:00:00,3.8172926902771,2023-01-14 10:00:00,86944.140625,2023-01-14 10:00:00,53.00551922688567,2023-01-14 10:00:00,342.0
2023-01-15 10:00:00,342.0,24.0,2023-01-14 10:00:00,2023-01-14 14:00:00,340.0,831.0,2023-01-14 10:00:00,2023-01-14 14:00:00,265.0,2023-01-14 10:00:00,2023-01-14 14:00:00,325.0,2023-01-14 10:00:00,2023-01-14 14:00:00,345.0,2023-01-14 10:00:00,2023-01-14 14:00:00,342.0,2023-01-14 10:00:00,2023-01-14 14:00:00,357.3609313964844,2023-01-15 10:00:00,196.3066253662109,2023-01-15 10:00:00,3.839573383331299,2023-01-15 10:00:00,86374.75,2023-01-15 10:00:00,53.229540812659366,2023-01-15 10:00:00,347.0
2023-01-16 10:00:00,347.0,24.0,2023-01-15 10:00:00,2023-01-15 14:00:00,342.0,830.0,2023-01-15 10:00:00,2023-01-15 14:00:00,264.0,2023-01-15 10:00:00,2023-01-15 14:00:00,329.0,2023-01-15 10:00:00,2023-01-15 14:00:00,343.0,2023-01-15 10:00:00,2023-01-15 14:00:00,347.0,2023-01-15 10:00:00,2023-01-15 14:00:00,350.3161926269531,2023-01-16 10:00:00,162.64239501953125,2023-01-16 10:00:00,4.00596809387207,2023-01-16 10:00:00,87472.9765625,2023-01-16 10:00:00,53.360092086885516,2023-01-16 10:00:00,344.0
2023-01-17 10:00:00,344.0,24.0,2023-01-16 10:00:00,2023-01-16 14:00:00,344.0,831.4000244140625,2023-01-16 10:00:00,2023-01-16 14:00:00,266.0,2023-01-16 10:00:00,2023-01-16 14:00:00,328.0,2023-01-16 10:00:00,2023-01-16 14:00:00,352.0,2023-01-16 10:00:00,2023-01-16 14:00:00,344.0,2023-01-16 10:00:00,2023-01-16 14:00:00,348.8878173828125,2023-01-17 10:00:00,174.373291015625,2023-01-17 10:00:00,3.8143351078033447,2023-01-17 10:00:00,87311.5703125,2023-01-17 10:00:00,53.30975245411878,2023-01-17 10:00:00,342.0
2023-01-18 10:00:00,342.0,24.0,2023-01-17 10:00:00,2023-01-17 14:00:00,344.0,832.0,2023-01-17 10:00:00,2023-01-17 14:00:00,263.0,2023-01-17 10:00:00,2023-01-17 14:00:00,325.0,2023-01-17 10:00:00,2023-01-17 14:00:00,348.0,2023-01-17 10:00:00,2023-01-17 14:00:00,342.0,2023-01-17 10:00:00,2023-01-17 14:00:00,354.50714111328125,2023-01-18 10:00:00,180.91612243652344,2023-01-18 10:00:00,3.874475479125977,2023-01-18 10:00:00,92584.9765625,2023-01-18 10:00:00,52.42605196810962,2023-01-18 10:00:00,346.0
2023-01-19 10:00:00,346.0,24.0,2023-01-18 10:00:00,2023-01-18 14:00:00,344.0,831.7000122070312,2023-01-18 10:00:00,2023-01-18 14:00:00,268.0,2023-01-18 10:00:00,2023-01-18 14:00:00,330.0,2023-01-18 10:00:00,2023-01-18 14:00:00,347.0,2023-01-18 10:00:00,2023-01-18 14:00:00,346.0,2023-01-18 10:00:00,2023-01-18 14:00:00,357.7821044921875,2023-01-19 10:00:00,179.6907196044922,2023-01-19 10:00:00,3.899439811706543,2023-01-19 10:00:00,84954.9296875,2023-01-19 10:00:00,53.63995021453138,2023-01-19 10:00:00,350.0
2023-01-20 10:00:00,350.0,24.0,2023-01-19 10:00:00,2023-01-19 14:00:00,346.0,830.7999877929688,2023-01-19 10:00:00,2023-01-19 14:00:00,264.0,2023-01-19 10:00:00,2023-01-19 14:00:00,331.0,2023-01-19 10:00:00,2023-01-19 14:00:00,350.0,2023-01-19 10:00:00,2023-01-19 14:00:00,350.0,2023-01-19 10:00:00,2023-01-19 14:00:00,356.891357421875,2023-01-20 10:00:00,168.79730224609375,2023-01-20 10:00:00,3.7544240951538086,2023-01-20 10:00:00,86691.125,2023-01-20 10:00:00,53.07631416309346,2023-01-20 10:00:00,346.0
2023-01-21 09:30:00,346.0,23.5,2023-01-20 10:00:00,2023-01-20 14:00:00,346.0,832.5,2023-01-20 10:00:00,2023-01-20 14:00:00,268.0,2023-01-20 10:00:00,2023-01-20 14:00:00,331.0,2023-01-20 10:00:00,2023-01-20 14:00:00,354.0,2023-01-20 10:00:00,2023-01-20 14:00:00,346.0,2023-01-20 10:00:00,2023-01-20 14:00:00,352.5206604003906,2023-01-21 09:30:00,177.00521850585938,2023-01-21 09:30:00,3.870981216430664,2023-01-21 09:30:00,89286.15625,2023-01-21 09:30:00,53.35827956651576,2023-01-21 09:30:00,347.0
2023-01-22 10:00:00,347.0,24.5,2023-01-21 09:30:00,2023-01-21 13:30:00,347.0,831.2999877929688,2023-01-21 09:30:00,2023-01-21 13:30:00,267.0,2023-01-21 09:30:00,2023-01-21 13:30:00,332.0,2023-01-21 09:30:00,2023-01-21 13:30:00,348.0,2023-01-21 09:30:00,2023-01-21 13:30:00,347.0,2023-01-21 09:30:00,2023-01-21 13:30:00,348.8828430175781,2023-01-22 10:00:00,169.73680114746094,2023-01-22 10:00:00,3.7654387950897217,2023-01-22 10:00:00,86385.65625,2023-01-22 10:00:00,53.5643165840014,2023-01-22 10:00:00,342.0
2023-01-23 10:00:00,342.0,24.0,2023-01-22 10:00:00,2023-01-22 14:00:00,346.0,830.7000122070312,2023-01-22 10:00:00,2023-01-22 14:00:00,267.0,2023-01-22 10:00:00,2023-01-22 14:00:00,326.0,2023-01-22 10:00:00,2023-01-22 14:00:00,342.0,2023-01-22 10:00:00,2023-01-22 14:00:00,342.0,2023-01-22 10:00:00,2023-01-22 14:00:00,349.54510498046875,2023-01-23 10:00:00,166.48446655273438,2023-01-23 10:00:00,3.916057586669922,2023-01-23 10:00:00,86974.765625,2023-01-23 10:00:00,53.776586818351916,2023-01-23 10:00:00,346.0
2023-01-24 09:30:00,346.0,23.5,2023-01-23 10:00:00,2023-01-23 14:00:00,346.0,830.9000244140625,2023-01-23 10:00:00,2023-01-23 14:00:00,267.0,2023-01-23 10:00:00,2023-01-23 14:00:00,330.0,2023-01-23 10:00:00,2023-01-23 14:00:00,350.0,2023-01-23 10:00:00,2023-01-23 14:00:00,346.0,2023-01-23 10:00:00,2023-01-23 14:00:00,354.2855224609375,2023-01-24 09:30:00,186.75515747070312,2023-01-24 09:30:00,3.87148118019104,2023-01-24 09:30:00,87525.921875,2023-01-24 09:30:00,53.70576089821907,2023-01-24 09:30:00,350.0
2023-01-25 10:00:00,350.0,24.5,2023-01-24 09:30:00,2023-01-24 13:30:00,346.0,832.7000122070312,2023-01-24 09:30:00,2023-01-24 13:30:00,270.0,2023-01-24 09:30:00,2023-01-24 13:30:00,335.0,2023-01-24 09:30:00,2023-01-24 13:30:00,350.0,2023-01-24 09:30:00,2023-01-24 13:30:00,350.0,2023-01-24 09:30:00,2023-01-24 13:30:00,358.0325012207031,2023-01-25 10:00:00,192.3836669921875,2023-01-25 10:00:00,3.8875651359558105,2023-01-25 10:00:00,88988.328125,2023-01-25 10:00:00,53.71465554566339,2023-01-25 10:00:00,346.0
2023-01-25 22:00:00,346.0,12.0,2023-01-25 10:00:00,2023-01-25 14:00:00,346.0,832.5,2023-01-25 10:00:00,2023-01-25 14:00:00,270.0,2023-01-25 10:00:00,2023-01-25 14:00:00,330.0,2023-01-25 10:00:00,2023-01-25 14:00:00,349.0,2023-01-25 10:00:00,2023-01-25 14:00:00,346.0,2023-01-25 10:00:00,2023-01-25 14:00:00,354.5400390625,2023-01-25 22:00:00,190.27978515625,2023-01-25 22:00:00,3.953453302383423,2023-01-25 22:00:00,89120.90625,2023-01-25 22:00:00,53.78492362273323,2023-01-25 22:00:00,347.0
2023-01-26 10:00:00,347.0,12.0,2023-01-25 22:00:00,2023-01-26 02:00:00,347.0,835.0999755859375,2023-01-25 22:00:00,2023-01-26 02:00:00,272.0,2023-01-25 22:00:00,2023-01-26 02:00:00,330.0,2023-01-25 22:00:00,2023-01-26 02:00:00,349.0,2023-01-25 10:00:00,2023-01-25 14:00:00,347.0,2023-01-25 22:00:00,2023-01-26 02:00:00,364.7023010253906,2023-01-26 10:00:00,219.253158569336,2023-01-26 10:00:00,3.851518154144287,2023-01-26 10:00:00,92413.5234375,2023-01-26 10:00:00,53.2936722895455,2023-01-26 10:00:00,345.0
2023-01-27 10:00:00,345.0,24.0,2023-01-26 10:00:00,2023-01-26 14:00:00,346.0,834.4000244140625,2023-01-26 10:00:00,2023-01-26 14:00:00,271.0,2023-01-26 10:00:00,2023-01-26 14:00:00,329.0,2023-01-26 10:00:00,2023-01-26 14:00:00,346.0,2023-01-26 10:00:00,2023-01-26 14:00:00,345.0,2023-01-26 10:00:00,2023-01-26 14:00:00,359.10992431640625,2023-01-27 10:00:00,178.88079833984375,2023-01-27 10:00:00,3.994951248168945,2023-01-27 10:00:00,88644.5546875,2023-01-27 10:00:00,53.32973501512856,2023-01-27 10:00:00,352.0
2023-01-28 10:00:00,352.0,24.0,2023-01-27 10:00:00,2023-01-27 14:00:00,347.0,835.5999755859375,2023-01-27 10:00:00,2023-01-27 14:00:00,273.0,2023-01-27 10:00:00,2023-01-27 14:00:00,334.0,2023-01-27 10:00:00,2023-01-27 14:00:00,356.0,2023-01-27 10:00:00,2023-01-27 14:00:00,352.0,2023-01-27 10:00:00,2023-01-27 14:00:00,354.3284606933594,2023-01-28 10:00:00,167.401123046875,2023-01-28 10:00:00,3.969793081283569,2023-01-28 10:00:00,88873.953125,2023-01-28 10:00:00,53.325358124786476,2023-01-28 10:00:00,348.0
2023-01-29 09:30:00,348.0,23.5,2023-01-28 10:00:00,2023-01-28 14:00:00,348.0,835.4000244140625,2023-01-28 10:00:00,2023-01-28 14:00:00,272.0,2023-01-28 10:00:00,2023-01-28 14:00:00,331.0,2023-01-28 10:00:00,2023-01-28 14:00:00,357.0,2023-01-28 10:00:00,2023-01-28 14:00:00,348.0,2023-01-28 10:00:00,2023-01-28 14:00:00,363.5887451171875,2023-01-29 09:30:00,214.5196228027344,2023-01-29 09:30:00,3.843580722808838,2023-01-29 09:30:00,92600.515625,2023-01-29 09:30:00,53.189491486794054,2023-01-29 09:30:00,346.0
2023-01-30 10:00:00,346.0,24.5,2023-01-29 09:30:00,2023-01-29 13:30:00,348.0,835.2000122070312,2023-01-29 09:30:00,2023-01-29 13:30:00,272.0,2023-01-29 09:30:00,2023-01-29 13:30:00,330.0,2023-01-29 09:30:00,2023-01-29 13:30:00,350.0,2023-01-29 09:30:00,2023-01-29 13:30:00,346.0,2023-01-29 09:30:00,2023-01-29 13:30:00,353.7070007324219,2023-01-30 10:00:00,188.67251586914065,2023-01-30 10:00:00,3.769005060195923,2023-01-30 10:00:00,85651.375,2023-01-30 10:00:00,53.25892278981132,2023-01-30 10:00:00,333.0
2023-01-31 10:00:00,333.0,24.0,2023-01-30 10:00:00,2023-01-30 14:00:00,346.0,834.5,2023-01-30 10:00:00,2023-01-30 14:00:00,269.0,2023-01-30 10:00:00,2023-01-30 14:00:00,321.0,2023-01-30 10:00:00,2023-01-30 14:00:00,339.0,2023-01-30 10:00:00,2023-01-30 14:00:00,333.0,2023-01-30 10:00:00,2023-01-30 14:00:00,355.2133483886719,2023-01-31 10:00:00,187.47555541992188,2023-01-31 10:00:00,3.90230393409729,2023-01-31 10:00:00,88646.5234375,2023-01-31 10:00:00,52.872924078327515,2023-01-31 10:00:00,338.0
2023-02-01 10:00:00,338.0,24.0,2023-01-31 10:00:00,2023-01-31 14:00:00,338.0,836.0,2023-01-31 10:00:00,2023-01-31 14:00:00,272.0,2023-01-31 10:00:00,2023-01-31 14:00:00,323.0,2023-01-31 10:00:00,2023-01-31 14:00:00,346.0,2023-01-31 10:00:00,2023-01-31 14:00:00,338.0,2023-01-31 10:00:00,2023-01-31 14:00:00,363.7782287597656,2023-02-01 10:00:00,218.4818115234375,2023-02-01 10:00:00,4.0254621505737305,2023-02-01 10:00:00,95264.75,2023-02-01 10:00:00,52.981590619594954,2023-02-01 10:00:00,337.0
2023-02-02 10:00:00,337.0,24.0,2023-02-01 10:00:00,2023-02-01 14:00:00,337.0,833.5999755859375,2023-02-01 10:00:00,2023-02-01 14:00:00,268.0,2023-02-01 10:00:00,2023-02-01 14:00:00,325.0,2023-02-01 10:00:00,2023-02-01 14:00:00,344.0,2023-02-01 10:00:00,2023-02-01 14:00:00,337.0,2023-02-01 10:00:00,2023-02-01 14:00:00,355.2059936523437,2023-02-02 10:00:00,205.2029266357422,2023-02-02 10:00:00,3.7838034629821777,2023-02-02 10:00:00,92134.140625,2023-02-02 10:00:00,52.97260425120999,2023-02-02 10:00:00,340.0
2023-02-03 10:00:00,340.0,24.0,2023-02-02 10:00:00,2023-02-02 14:00:00,338.0,833.2000122070312,2023-02-02 10:00:00,2023-02-02 14:00:00,269.0,2023-02-02 10:00:00,2023-02-02 14:00:00,325.0,2023-02-02 10:00:00,2023-02-02 14:00:00,344.0,2023-02-02 10:00:00,2023-02-02 14:00:00,340.0,2023-02-02 10:00:00,2023-02-02 14:00:00,361.7769165039063,2023-02-03 10:00:00,218.3833770751953,2023-02-03 10:00:00,3.736212491989136,2023-02-03 10:00:00,91495.5390625,2023-02-03 10:00:00,53.32711653371484,2023-02-03 10:00:00,339.0
2023-02-04 09:40:00,339.0,23.666666666666668,2023-02-03 10:00:00,2023-02-03 14:00:00,339.0,837.7999877929688,2023-02-03 10:00:00,2023-02-03 14:00:00,268.0,2023-02-03 10:00:00,2023-02-03 14:00:00,324.0,2023-02-03 10:00:00,2023-02-03 14:00:00,337.0,2023-02-03 10:00:00,2023-02-03 14:00:00,339.0,2023-02-03 10:00:00,2023-02-03 14:00:00,368.6831359863281,2023-02-04 09:40:00,243.5415802001953,2023-02-04 09:40:00,3.868009090423584,2023-02-04 09:40:00,98513.34375,2023-02-04 09:40:00,51.51723453332181,2023-02-04 09:40:00,343.0
2023-02-05 10:00:00,343.0,24.333333333333332,2023-02-04 09:40:00,2023-02-04 13:40:00,340.0,835.9000244140625,2023-02-04 09:40:00,2023-02-04 13:40:00,265.0,2023-02-04 09:40:00,2023-02-04 13:40:00,327.0,2023-02-04 09:40:00,2023-02-04 13:40:00,350.0,2023-02-04 09:30:00,2023-02-04 13:30:00,343.0,2023-02-04 09:40:00,2023-02-04 13:40:00,367.0895690917969,2023-02-05 10:00:00,255.5655212402344,2023-02-05 10:00:00,3.9748611450195312,2023-02-05 10:00:00,100297.5625,2023-02-05 10:00:00,51.51452307977286,2023-02-05 10:00:00,339.0
2023-02-06 09:30:00,339.0,23.5,2023-02-05 10:00:00,2023-02-05 14:00:00,339.0,836.7000122070312,2023-02-05 10:00:00,2023-02-05 14:00:00,268.0,2023-02-05 10:00:00,2023-02-05 14:00:00,324.0,2023-02-05 10:00:00,2023-02-05 14:00:00,346.0,2023-02-05 10:00:00,2023-02-05 14:00:00,339.0,2023-02-05 10:00:00,2023-02-05 14:00:00,369.3843688964844,2023-02-06 09:30:00,251.196029663086,2023-02-06 09:30:00,3.8521690368652335,2023-02-06 09:30:00,99418.2109375,2023-02-06 09:30:00,51.89575138910425,2023-02-06 09:30:00,340.0
2023-02-07 10:00:00,340.0,24.5,2023-02-06 09:30:00,2023-02-06 13:30:00,340.0,837.7999877929688,2023-02-06 09:30:00,2023-02-06 13:30:00,270.0,2023-02-06 09:30:00,2023-02-06 13:30:00,326.0,2023-02-06 09:30:00,2023-02-06 13:30:00,346.0,2023-02-06 09:30:00,2023-02-06 13:30:00,340.0,2023-02-06 09:30:00,2023-02-06 13:30:00,372.1736755371094,2023-02-07 10:00:00,255.87001037597656,2023-02-07 10:00:00,3.841693162918091,2023-02-07 10:00:00,100312.2734375,2023-02-07 10:00:00,51.94387858953928,2023-02-07 10:00:00,346.0
2023-02-08 10:00:00,346.0,24.0,2023-02-07 10:00:00,2023-02-07 14:00:00,340.0,838.7000122070312,2023-02-07 10:00:00,2023-02-07 14:00:00,272.0,2023-02-07 10:00:00,2023-02-07 14:00:00,330.0,2023-02-07 10:00:00,2023-02-07 14:00:00,353.0,2023-02-07 10:00:00,2023-02-07 14:00:00,346.0,2023-02-07 10:00:00,2023-02-07 14:00:00,374.7489318847656,2023-02-08 10:00:00,254.9563446044922,2023-02-08 10:00:00,3.826484441757202,2023-02-08 10:00:00,101394.1171875,2023-02-08 10:00:00,52.052897357012284,2023-02-08 10:00:00,346.0
2023-02-09 10:00:00,346.0,24.0,2023-02-08 10:00:00,2023-02-08 14:00:00,346.0,840.5999755859375,2023-02-08 10:00:00,2023-02-08 14:00:00,273.0,2023-02-08 10:00:00,2023-02-08 14:00:00,331.0,2023-02-08 10:00:00,2023-02-08 14:00:00,346.0,2023-02-08 10:00:00,2023-02-08 14:00:00,346.0,2023-02-08 10:00:00,2023-02-08 14:00:00,369.2791137695313,2023-02-09 10:00:00,248.8488311767578,2023-02-09 10:00:00,3.8795905113220215,2023-02-09 10:00:00,98149.09375,2023-02-09 10:00:00,51.61137387564065,2023-02-09 10:00:00,342.0
2023-02-10 10:00:00,342.0,24.0,2023-02-09 10:00:00,2023-02-09 14:00:00,346.0,837.0999755859375,2023-02-09 10:00:00,2023-02-09 14:00:00,270.0,2023-02-09 10:00:00,2023-02-09 14:00:00,327.0,2023-02-09 10:00:00,2023-02-09 14:00:00,347.0,2023-02-09 10:00:00,2023-02-09 14:00:00,342.0,2023-02-09 10:00:00,2023-02-09 14:00:00,371.2513732910156,2023-02-10 10:00:00,253.27577209472656,2023-02-10 10:00:00,3.8777337074279785,2023-02-10 10:00:00,99551.4140625,2023-02-10 10:00:00,52.184545588025685,2023-02-10 10:00:00,342.0
2023-02-11 10:00:00,342.0,24.0,2023-02-10 10:00:00,2023-02-10 14:00:00,342.0,841.4000244140625,2023-02-10 10:00:00,2023-02-10 14:00:00,270.0,2023-02-10 10:00:00,2023-02-10 14:00:00,329.0,2023-02-10 10:00:00,2023-02-10 14:00:00,350.0,2023-02-10 10:00:00,2023-02-10 14:00:00,342.0,2023-02-10 10:00:00,2023-02-10 14:00:00,372.6216430664063,2023-02-11 10:00:00,247.4192047119141,2023-02-11 10:00:00,3.908968210220337,2023-02-11 10:00:00,96789.2734375,2023-02-11 10:00:00,50.71816482390693,2023-02-11 10:00:00,339.0
2023-02-12 10:00:00,339.0,24.0,2023-02-11 10:00:00,2023-02-11 14:00:00,342.0,842.0999755859375,2023-02-11 10:00:00,2023-02-11 14:00:00,271.0,2023-02-11 10:00:00,2023-02-11 14:00:00,324.0,2023-02-11 10:00:00,2023-02-11 14:00:00,343.0,2023-02-11 10:00:00,2023-02-11 14:00:00,339.0,2023-02-11 10:00:00,2023-02-11 14:00:00,376.7861022949219,2023-02-12 10:00:00,247.2716827392578,2023-02-12 10:00:00,3.88745379447937,2023-02-12 10:00:00,102373.2421875,2023-02-12 10:00:00,50.69200593890548,2023-02-12 10:00:00,344.0
